State,Source,Stepping,Weight,Type,GC,COMMENT,UNIT,CLUSTER,Annealing/TR
FPU_pln_int32_20%,Gen8,B0,0.00,syn,397435.00,,FPU,EU,
FPU_pln_int32_30%,Gen8,B0,0.00,syn,397435.00,,FPU,EU,
FPU_pln_int32_40%,Gen8,B0,0.00,syn,397435.00,,FPU,EU,
FPU_pln_int32_55%,Gen8,B0,0.00,syn,397435.00,,FPU,EU,
FPU_pln_int64_10%,Gen8,B0,0.00,syn,397435.00,,FPU,EU,
FPU_pln_int64_20%,Gen8,B0,0.00,syn,397435.00,,FPU,EU,
FPU_pln_int64_30%,Gen8,B0,0.00,syn,397435.00,,FPU,EU,
FPU_pln_int64_40%,Gen8,B0,0.00,syn,397435.00,,FPU,EU,
FPU_pln_int64_55%,Gen8,B0,0.00,syn,397435.00,,FPU,EU,
FPU_pln_intbypass_10%,Gen8,B0,0.00,syn,397435.00,,FPU,EU,
FPU_pln_intbypass_20%,Gen8,B0,0.00,syn,397435.00,,FPU,EU,
FPU_pln_intbypass_30%,Gen8,B0,0.00,syn,397435.00,,FPU,EU,
FPU_pln_intbypass_40%,Gen8,B0,0.00,syn,397435.00,,FPU,EU,
FPU_pln_intbypass_55%,Gen8,B0,0.00,syn,397435.00,,FPU,EU,
FPU_sad_floatbypass_10%,Gen8,B0,0.00,syn,397435.00,,FPU,EU,
FPU_sad_floatbypass_20%,Gen8,B0,0.00,syn,397435.00,,FPU,EU,
FPU_sad_floatbypass_30%,Gen8,B0,0.00,syn,397435.00,,FPU,EU,
FPU_sad_floatbypass_40%,Gen8,B0,0.00,syn,397435.00,,FPU,EU,
FPU_sad_floatbypass_55%,Gen8,B0,0.00,syn,397435.00,,FPU,EU,
FPU_sad_fp16_10%,Gen8,B0,0.00,syn,397435.00,,FPU,EU,
FPU_sad_fp16_20%,Gen8,B0,0.00,syn,397435.00,,FPU,EU,
FPU_sad_fp16_30%,Gen8,B0,0.00,syn,397435.00,,FPU,EU,
FPU_sad_fp16_40%,Gen8,B0,0.00,syn,397435.00,,FPU,EU,
FPU_sad_fp16_55%,Gen8,B0,0.00,syn,397435.00,,FPU,EU,
FPU_sad_fp32_10%,Gen8,B0,0.00,syn,397435.00,,FPU,EU,
FPU_sad_fp32_20%,Gen8,B0,0.00,syn,397435.00,,FPU,EU,
FPU_sad_fp32_30%,Gen8,B0,0.00,syn,397435.00,,FPU,EU,
FPU_sad_fp32_40%,Gen8,B0,0.00,syn,397435.00,,FPU,EU,
FPU_sad_fp32_55%,Gen8,B0,0.00,syn,397435.00,,FPU,EU,
FPU_sad_fp64_10%,Gen8,B0,0.00,syn,397435.00,,FPU,EU,
FPU_sad_fp64_20%,Gen8,B0,0.00,syn,397435.00,,FPU,EU,
FPU_sad_fp64_30%,Gen8,B0,0.00,syn,397435.00,,FPU,EU,
FPU_sad_fp64_40%,Gen8,B0,0.00,syn,397435.00,,FPU,EU,
FPU_sad_fp64_55%,Gen8,B0,0.00,syn,397435.00,,FPU,EU,
FPU_sad_int16_10%,Gen8,B0,0.00,syn,397435.00,,FPU,EU,
FPU_sad_int16_20%,Gen8,B0,0.00,syn,397435.00,,FPU,EU,
FPU_sad_int16_30%,Gen8,B0,0.00,syn,397435.00,,FPU,EU,
FPU_sad_int16_40%,Gen8,B0,0.00,syn,397435.00,,FPU,EU,
FPU_sad_int16_55%,Gen8,B0,0.00,syn,397435.00,,FPU,EU,
FPU_sad_int32_10%,Gen8,B0,0.00,syn,397435.00,,FPU,EU,
FPU_sad_int32_20%,Gen8,B0,0.00,syn,397435.00,,FPU,EU,
FPU_sad_int32_30%,Gen8,B0,0.00,syn,397435.00,,FPU,EU,
FPU_sad_int32_40%,Gen8,B0,0.00,syn,397435.00,,FPU,EU,
FPU_sad_int32_55%,Gen8,B0,0.00,syn,397435.00,,FPU,EU,
FPU_sad_int64_10%,Gen8,B0,0.00,syn,397435.00,,FPU,EU,
FPU_sad_int64_20%,Gen8,B0,0.00,syn,397435.00,,FPU,EU,
FPU_sad_int64_30%,Gen8,B0,0.00,syn,397435.00,,FPU,EU,
FPU_sad_int64_40%,Gen8,B0,0.00,syn,397435.00,,FPU,EU,
FPU_sad_int64_55%,Gen8,B0,0.00,syn,397435.00,,FPU,EU,
FPU_sad_intbypass_10%,Gen8,B0,0.00,syn,397435.00,,FPU,EU,
FPU_sad_intbypass_20%,Gen8,B0,0.00,syn,397435.00,,FPU,EU,
FPU_sad_intbypass_30%,Gen8,B0,0.00,syn,397435.00,,FPU,EU,
FPU_sad_intbypass_40%,Gen8,B0,0.00,syn,397435.00,,FPU,EU,
FPU_sad_intbypass_55%,Gen8,B0,0.00,syn,397435.00,,FPU,EU,
FPU_sel_bypass_10%,Gen8,B0,22.28,syn,397435.00,,FPU,EU,
FPU_sel_bypass_20%,Gen8,B0,28.22,syn,397435.00,,FPU,EU,
FPU_sel_bypass_30%,Gen8,B0,34.24,syn,397435.00,,FPU,EU,
FPU_sel_bypass_40%,Gen8,B0,39.30,syn,397435.00,,FPU,EU,
FPU_sel_bypass_55%,Gen8,B0,46.18,syn,397435.00,,FPU,EU,
FPU_sel_fp16_10%,Gen8,B0,25.91,syn,397435.00,,FPU,EU,
FPU_sel_fp16_20%,Gen8,B0,35.05,syn,397435.00,,FPU,EU,
FPU_sel_fp16_30%,Gen8,B0,36.83,syn,397435.00,,FPU,EU,
FPU_sel_fp16_40%,Gen8,B0,40.25,syn,397435.00,,FPU,EU,
FPU_sel_fp16_55%,Gen8,B0,45.30,syn,397435.00,,FPU,EU,
FPU_sel_fp32_10%,Gen8,B0,22.28,syn,397435.00,,FPU,EU,
FPU_sel_fp32_20%,Gen8,B0,28.22,syn,397435.00,,FPU,EU,
FPU_sel_fp32_30%,Gen8,B0,34.24,syn,397435.00,,FPU,EU,
FPU_sel_fp32_40%,Gen8,B0,39.30,syn,397435.00,,FPU,EU,
FPU_sel_fp32_55%,Gen8,B0,46.18,syn,397435.00,,FPU,EU,
FPU_sel_fp64_10%,Gen8,B0,29.35,syn,397435.00,,FPU,EU,
FPU_sel_fp64_20%,Gen8,B0,32.50,syn,397435.00,,FPU,EU,
FPU_sel_fp64_30%,Gen8,B0,38.54,syn,397435.00,,FPU,EU,
FPU_sel_fp64_40%,Gen8,B0,43.01,syn,397435.00,,FPU,EU,
FPU_sel_fp64_55%,Gen8,B0,47.75,syn,397435.00,,FPU,EU,
FPU_sel_int16_10%,Gen8,B0,20.24,syn,397435.00,,FPU,EU,
FPU_sel_int16_20%,Gen8,B0,27.09,syn,397435.00,,FPU,EU,
FPU_sel_int16_30%,Gen8,B0,28.89,syn,397435.00,,FPU,EU,
FPU_sel_int16_40%,Gen8,B0,35.83,syn,397435.00,,FPU,EU,
FPU_sel_int16_55%,Gen8,B0,46.17,syn,397435.00,,FPU,EU,
FPU_sel_int32_10%,Gen8,B0,22.71,syn,397435.00,,FPU,EU,
FPU_sel_int32_20%,Gen8,B0,27.90,syn,397435.00,,FPU,EU,
FPU_sel_int32_30%,Gen8,B0,31.95,syn,397435.00,,FPU,EU,
FPU_sel_int32_40%,Gen8,B0,40.41,syn,397435.00,,FPU,EU,
FPU_sel_int32_55%,Gen8,B0,53.65,syn,397435.00,,FPU,EU,
FPU_sel_int64_10%,Gen8,B0,22.67,syn,397435.00,,FPU,EU,
FPU_sel_int64_20%,Gen8,B0,25.94,syn,397435.00,,FPU,EU,
FPU_sel_int64_30%,Gen8,B0,30.02,syn,397435.00,,FPU,EU,
FPU_sel_int64_40%,Gen8,B0,35.15,syn,397435.00,,FPU,EU,
FPU_sel_int64_55%,Gen8,B0,42.10,syn,397435.00,,FPU,EU,
FPU_sel_intbypass_10%,Gen8,B0,22.71,syn,397435.00,,FPU,EU,
FPU_sel_intbypass_20%,Gen8,B0,27.90,syn,397435.00,,FPU,EU,
FPU_sel_intbypass_30%,Gen8,B0,31.95,syn,397435.00,,FPU,EU,
FPU_sel_intbypass_40%,Gen8,B0,40.41,syn,397435.00,,FPU,EU,
FPU_sel_intbypass_55%,Gen8,B0,53.65,syn,397435.00,,FPU,EU,
FPU_transc_bypass_10%,Gen8,B0,0.00,syn,397435.00,,FPU,EU,
FPU_transc_bypass_20%,Gen8,B0,0.00,syn,397435.00,,FPU,EU,
FPU_transc_bypass_30%,Gen8,B0,0.00,syn,397435.00,,FPU,EU,
FPU_transc_bypass_40%,Gen8,B0,0.00,syn,397435.00,,FPU,EU,
FPU_transc_bypass_55%,Gen8,B0,0.00,syn,397435.00,,FPU,EU,
FPU_transc_fp16_10%,Gen8,B0,9.18,syn,397435.00,,FPU,EU,
FPU_transc_fp16_20%,Gen8,B0,9.54,syn,397435.00,,FPU,EU,
FPU_transc_fp16_30%,Gen8,B0,9.36,syn,397435.00,,FPU,EU,
FPU_transc_fp16_40%,Gen8,B0,9.26,syn,397435.00,,FPU,EU,
FPU_transc_fp16_55%,Gen8,B0,9.55,syn,397435.00,,FPU,EU,
FPU_transc_fp32_10%,Gen8,B0,9.43,syn,397435.00,,FPU,EU,
FPU_transc_fp32_20%,Gen8,B0,9.74,syn,397435.00,,FPU,EU,
FPU_transc_fp32_30%,Gen8,B0,9.97,syn,397435.00,,FPU,EU,
FPU_transc_fp32_40%,Gen8,B0,9.84,syn,397435.00,,FPU,EU,
FPU_transc_fp32_55%,Gen8,B0,9.24,syn,397435.00,,FPU,EU,
FPU_transc_fp64_10%,Gen8,B0,0.00,syn,397435.00,,FPU,EU,
FPU_transc_fp64_20%,Gen8,B0,0.00,syn,397435.00,,FPU,EU,
FPU_transc_fp64_30%,Gen8,B0,0.00,syn,397435.00,,FPU,EU,
FPU_transc_fp64_40%,Gen8,B0,0.00,syn,397435.00,,FPU,EU,
FPU_transc_fp64_55%,Gen8,B0,0.00,syn,397435.00,,FPU,EU,
FPU_transc_int16_10%,Gen8,B0,0.00,syn,397435.00,,FPU,EU,
FPU_transc_int16_20%,Gen8,B0,0.00,syn,397435.00,,FPU,EU,
FPU_transc_int16_30%,Gen8,B0,0.00,syn,397435.00,,FPU,EU,
FPU_transc_int16_40%,Gen8,B0,0.00,syn,397435.00,,FPU,EU,
FPU_transc_int16_55%,Gen8,B0,0.00,syn,397435.00,,FPU,EU,
FPU_transc_int32_10%,Gen8,B0,0.00,syn,397435.00,,FPU,EU,
FPU_transc_int32_20%,Gen8,B0,0.00,syn,397435.00,,FPU,EU,
FPU_transc_int32_30%,Gen8,B0,0.00,syn,397435.00,,FPU,EU,
FPU_transc_int32_40%,Gen8,B0,0.00,syn,397435.00,,FPU,EU,
FPU_transc_int32_55%,Gen8,B0,0.00,syn,397435.00,,FPU,EU,
FPU_transc_int64_10%,Gen8,B0,0.00,syn,397435.00,,FPU,EU,
FPU_transc_int64_20%,Gen8,B0,0.00,syn,397435.00,,FPU,EU,
FPU_transc_int64_30%,Gen8,B0,0.00,syn,397435.00,,FPU,EU,
FPU_transc_int64_40%,Gen8,B0,0.00,syn,397435.00,,FPU,EU,
FPU_transc_int64_55%,Gen8,B0,0.00,syn,397435.00,,FPU,EU,
FPU_transc_intbypass_10%,Gen8,B0,0.00,syn,397435.00,,FPU,EU,
FPU_transc_intbypass_20%,Gen8,B0,0.00,syn,397435.00,,FPU,EU,
FPU_transc_intbypass_30%,Gen8,B0,0.00,syn,397435.00,,FPU,EU,
FPU_transc_intbypass_40%,Gen8,B0,0.00,syn,397435.00,,FPU,EU,
FPU_transc_intbypass_55%,Gen8,B0,0.00,syn,397435.00,,FPU,EU,
PS0_BC,Gen8,A0,1.41,syn,632493.00,,BC,ROSS,
PS0_BC_DOP,Gen8,A0,0.00,syn,632493.00,,BC,ROSS,
PS0_BTGEN_Cache_Idle,Gen8,B0,0.00,ebb,1.00,,BTGEN,FF,
PS0_BTGEN_Cache_Idle,Gen8LPSoC,B0,0.00,ebb,1.00,,BTGEN,FF,
PS0_BTGEN_Cache_Read,Gen8,B0,0.00,ebb,1.00,,BTGEN,FF,
PS0_BTGEN_Cache_Read,Gen8LPSoC,B0,0.00,ebb,1.00,,BTGEN,FF,
PS0_BTGEN_Cache_ReadWrite,Gen8,B0,0.00,ebb,1.00,,BTGEN,FF,
PS0_BTGEN_Cache_ReadWrite,Gen8LPSoC,B0,0.00,ebb,1.00,,BTGEN,FF,
PS0_BTGEN_Cache_Write,Gen8,B0,0.00,ebb,1.00,,BTGEN,FF,
PS0_BTGEN_Cache_Write,Gen8LPSoC,B0,0.00,ebb,1.00,,BTGEN,FF,
PS0_CC,Gen8,A0,0.00,syn,590310.00,,CC,COLOR,
PS0_CC_DOP,Gen8,A0,0.00,syn,590310.00,,CC,COLOR,
PS0_CL,Gen8,A0,15.62,syn,976140.00,,CL,FF,
PS0_CL_DOP,Gen8,A0,0.00,syn,976140.00,,CL,FF,
PS0_CS,Gen8,A0,7.98,syn,413082.00,,CS,FF,
PS0_DAPB,Gen8,A0,0.00,syn,180387.00,,DAPB,COLOR,
PS0_DAPB_DOP,Gen8,A0,0.00,syn,180387.00,,DAPB,COLOR,
PS0_DAPRSC,Gen8,A0,0.13,syn,370000.00,,DAPRSC,COLOR,
PS0_DAPRSC_DOP,Gen8,A0,0.00,syn,370000.00,,DAPRSC,COLOR,
PS0_DAPRSS,Gen8,A0,10.58,syn,538533.00,,DAPRSS,ROSS,
PS0_DAPRSS_BYPASSRAM,Gen8,A0,0.00,syn,538533.00,,DAPRSS,ROSS,
PS0_DAPRSS_DOP,Gen8,A0,0.00,syn,538533.00,,DAPRSS,ROSS,
PS0_DG,Gen8,B0,0.12,syn,240687.00,yacoub,DG,Sampler,Annealing
PS0_DM,Gen8,B0,0.33,syn,613000.00,yacoub,DM,Sampler,Annealing
PS0_DX9_Cache_Idle,Gen8,B0,0.00,ebb,1.00,,DX9_Cache,FF,
PS0_DX9_Cache_Idle,Gen8LPSoC,B0,0.00,ebb,1.00,,DX9_Cache,FF,
PS0_DX9_Cache_Read,Gen8,B0,0.00,ebb,1.00,,DX9_Cache,FF,
PS0_DX9_Cache_Read,Gen8LPSoC,B0,0.00,ebb,1.00,,DX9_Cache,FF,
PS0_DX9_Cache_ReadWrite,Gen8,B0,0.00,ebb,1.00,,DX9_Cache,FF,
PS0_DX9_Cache_ReadWrite,Gen8LPSoC,B0,0.00,ebb,1.00,,DX9_Cache,FF,
PS0_DX9_Cache_Write,Gen8,B0,0.00,ebb,1.00,,DX9_Cache,FF,
PS0_DX9_Cache_Write,Gen8LPSoC,B0,0.00,ebb,1.00,,DX9_Cache,FF,
PS0_EU_DFX,Gen8,A0,0.00,syn,33151.00,,DFX,EU,
PS0_EU_DOP,Gen8,A0,0.00,syn,1.00,,DOP,EU,
PS0_EU_EM,Gen8,A0,0.08,syn,397435.00,,EM,EU,
PS0_EU_FPU,Gen8,A0,0.08,syn,397435.00,,FPU,EU,
PS0_EU_GLUE,Gen8,A0,0.96,syn,10146.50,,GLUE,EU,
PS0_EU_SMALL,Gen8,A0,0.84,syn,41011.00,,SMALL,EU,
PS0_FF_DFX,Gen8,A0,0.00,syn,1.00,,DFX,FF,
PS0_FF_DOP,Gen8,B0,318.00,syn,1.00,FIX THIS - PUT HERE TO FIX AN ERROR IN STAT2RES,DOP,FF,from nevins idle ss
PS0_FF_DOP,Gen8SoC,B0,111.30,syn,1.00,FIX THIS - PUT HERE TO FIX AN ERROR IN STAT2RES,DOP,FF,from nevins idle ss
PS0_FF_GLUE,Gen8,A0,21.25,syn,404856.00,,GLUE,FF,
PS0_FF_SMALL,Gen8,A0,163.72,syn,1836522.00,,SMALL,FF,
PS0_FL,Gen8,B0,0.34,syn,903000.00,yacoub,FL,Sampler,Annealing
PS0_FT,Gen8,B0,0.12,syn,92925.00,,FT,Sampler,
PS0_GA,Gen8,A0,1.30,syn,228117.00,,GA,EU,
PS0_GAM,Gen8,A0,26.74,syn,5039978.00,,GAM,GAM,
PS0_GAM_DFX,Gen8,A0,0.00,syn,1.00,,DFX,GAM,
PS0_GAM_DOP,Gen8,A0,0.00,syn,1.00,,DOP,GAM,
PS0_GAM_GLUE,Gen8,A0,0.00,syn,1.00,,GLUE,GAM,
PS0_GAM_SMALL,Gen8,A0,0.00,syn,1.00,,SMALL,GAM,
PS0_GS,Gen8,A0,15.27,syn,674937.00,,GS,FF,
PS0_GS_Cache_Idle,Gen8,B0,0.00,ebb,1.00,,GS,FF,
PS0_GS_Cache_Idle,Gen8LPSoC,B0,0.00,ebb,1.00,,GS,FF,
PS0_GS_DOP,Gen8,A0,0.00,syn,674937.00,,GS,FF,
PS0_GTI,Gen8,A0,135.62,syn ,3053187.00,,DOP,GTI,
PS0_GTI_GLUE,Gen8,A0,3.07,syn ,1.00,,GLUE,GTI,
PS0_GWL,Gen8,A0,1.17,syn,167673.00,,GWL,ROSS,
PS0_HDC,Gen8,A0,8.53,syn,2673432.00,,HDC,HDC,
PS0_HDC_DFX,Gen8,A0,0.00,syn,1.00,,DFX,HDC,
PS0_HDC_DFX,Gen8,A0,0.00,syn,1.00,,DFX,HDC,
PS0_HDC_DFX_DOP,Gen8,A0,0.00,syn,1.00,,DFX_DOP,HDC,
PS0_HDC_DOP,Gen8,A0,0.00,syn,1.00,,DOP,HDC,
PS0_HDC_GLUE,Gen8,A0,0.00,syn,1.00,,GLUE,HDC,
PS0_HDC_GLUE_DOP,Gen8,A0,0.00,syn,1.00,,GLUE_DOP,HDC,
PS0_HDC_ReqCmd1,Gen8,A0,5.46,syn,1352354.00,"made equal to hdcreqdata, need cdynwt",HDC_ReqCmd1,HDC,
PS0_HDC_ReqCmd1_DOP,Gen8,A0,0.00,syn,1352354.00,,HDC_ReqCmd1_DOP,HDC,
PS0_HDC_ReqCmd2,Gen8,A0,5.46,syn,1352354.00,"made equal to hdcreqdata, need cdynwt",HDC_ReqCmd2,HDC,
PS0_HDC_ReqCmd2_DOP,Gen8,A0,0.00,syn,1352354.00,,HDC_ReqCmd2_DOP,HDC,
PS0_HDC_ReqData,Gen8,A0,5.46,syn,4300000.00,distributed bdw cdynwt with gate count ratioing,HDC_ReqData,HDC,
PS0_HDC_ReqData_DOP,Gen8,A0,0.00,syn,4300000.00,,HDC_ReqData_DOP,HDC,
PS0_HDC_Ret,Gen8,A0,1.47,syn,1160000.00,,HDC_Ret,HDC,
PS0_HDC_Ret_DOP,Gen8,A0,0.00,syn,1160000.00,distributed bdw cdynwt with gate count ratioing,HDC_Ret_DOP,HDC,
PS0_HDC_SMALL,Gen8,A0,0.00,syn,1.00,,SMALL,HDC,
PS0_HDCTLB,Gen8,A0,1.60,syn,1260000.00,distributed bdw cdynwt with gate count ratioing,HDCTLB,HDC,
PS0_HDCTLB_DOP,Gen8,A0,0.00,syn,1260000.00,,HDCTLB_DOP,HDC,
PS0_HIZ,Gen8,A0,3.95,syn,1791810.00,,HIZ,Z,
PS0_HIZ_DOP,Gen8,A0,0.00,syn,1791810.00,,HIZ_DOP,Z,
PS0_HS,Gen8,A0,2.18,syn,292185.00,,HS,FF,
PS0_HS_Cache_Idle,Gen8,B0,0.00,ebb,1.00,,HS_Cache_Idle,FF,
PS0_HS_Cache_Idle,Gen8LPSoC,B0,0.00,ebb,1.00,,HS_Cache_Idle,FF,
PS0_HS_DOP,Gen8,A0,0.00,syn,292185.00,,HS_DOP,FF,
PS0_IC,Gen8,A0,0.94,syn,289269.00,,IC,ROSS,
PS0_IC_DATARAM,Gen8,B0,0.00,ebb,1.00,,IC_DATARAM,ROSS,
PS0_IC_DATARAM,Gen8LPSoC,B0,0.00,ebb,1.00,,IC_DATARAM,ROSS,
PS0_IZ,Gen8,A0,4.13,syn,1132263.00,,IZ,Z,
PS0_IZ_DOP,Gen8,A0,0.00,syn,1132263.00,,IZ_DOP,Z,
PS0_L3_Bank_DFX,Gen8,A0,0.00,syn,1.00,SAME AS glue cdynwt,DFX,L3_Bank,
PS0_L3_Bank_DOP,Gen8,A0,0.00,syn,1.00,,DOP,L3_Bank,
PS0_L3_Bank_GLUE,Gen8,A0,1.79,syn,26663.00,,GLUE,L3_Bank,
PS0_L3_Bank_SMALL,Gen8,A0,17.96,syn,169468.00,,SMALL,L3_Bank,
PS0_L3BankOther,Gen8,A0,16.78,syn,186760.00,,L3BankOther,L3_Bank,
PS0_LNE,Gen8,A0,8.38,syn,467244.00,bdw,LNE,L3_Bank,
PS0_LNEXS,Gen8,A0,0.00,syn,1.00,,LNEXS,L3_Bank,
PS0_LNI,Gen8,A0,8.38,syn,780922.00,,LNI,L3_Bank,
PS0_LNIXS,Gen8,A0,0.00,syn,1.00,,LNIXS,L3_Bank,
PS0_LSLM,Gen8,A0,0.43,syn,157255.00,,LSLM,L3_Bank,
PS0_LSQC,Gen8,A0,1.37,syn,305173.00,,LSQC,L3_Bank,
PS0_LSQD,Gen8,A0,0.62,syn,293227.00,,LSQD,L3_Bank,
PS0_LTCC,Gen8,A0,0.00,syn,17293.00,missing too small,LTCC,L3_Bank,
PS0_LTCD_Data,Gen8,A0,7.08,syn,816442.00,,LTCD,L3_Bank,
PS0_LTCD_EBB,Gen8,B0,0.00,ebb,1.00,,LTCD,L3_Bank,
PS0_LTCD_EBB,Gen8LPSoC,B0,0.00,ebb,1.00,,LTCD,L3_Bank,
PS0_LTCD_Tag,Gen8,A0,7.08,syn,816442.00,,LTCD,L3_Bank,
PS0_MA_IN,Gen8,A0,0.32,syn,151624.00,,MA_IN,ROSS,
PS0_MA_OUT,Gen8,A0,0.39,syn,151624.00,,MA_OUT,ROSS,
PS0_Media,Gen8,B0,8.03,syn,3343545.00,,Media,Sampler,
PS0_Media_Idle,Gen8,A0,82.95,syn,5370000.00,,Media_Idle,Other,added 26nf for the clks from nevins idle ss
PS0_MSC,Gen8,A0,0.41,syn,375000.00,,MSC,COLOR,
PS0_MSC_DOP,Gen8,A0,0.00,syn,375000.00,,MSC_DOP,COLOR,
PS0_MT,Gen8,B0,0.41,syn,353223.00,yacoub,MT,Sampler,Annealing
PS0_MT_DataRam_IDLE,Gen8,B0,0.00,ebb,1.00,,MT,Sampler,Annealing
PS0_MT_DataRam_IDLE,Gen8LPSoC,B0,0.00,ebb,1.00,,MT,Sampler,Annealing
PS0_MT_LatFifo_IDLE,Gen8,B0,0.00,ebb,1.00,,MT,Sampler,Annealing
PS0_MT_LatFifo_IDLE,Gen8LPSoC,B0,0.00,ebb,1.00,,MT,Sampler,Annealing
PS0_OACS,Gen8,A0,0.00,syn,1.00,,OACS,FF,
PS0_PL,Gen8,B0,0.43,syn,499869.00,yacoub,PL,Sampler,Annealing
PS0_PSD,Gen8,A0,10.97,syn,606024.00,,PSD,ROSS,
PS0_PSD_BARYPAYLDASMRAM,Gen8,B0,0.00,ebb,1.00,,PSD_BARYPAYLDASMRAM,ROSS,
PS0_PSD_BARYPAYLDASMRAM,Gen8LPSoC,B0,0.00,ebb,1.00,,PSD_BARYPAYLDASMRAM,ROSS,
PS0_PSD_DOP,Gen8,A0,0.00,syn,606024.00,,PSD_DOP,ROSS,
PS0_PSD_SCOREBOARD,Gen8,B0,0.00,ebb,1.00,,PSD_SCOREBOARD,ROSS,
PS0_PSD_SCOREBOARD,Gen8LPSoC,B0,0.00,ebb,1.00,,PSD_SCOREBOARD,ROSS,
PS0_RCC,Gen8,A0,0.46,syn,724464.00,,RCC,COLOR,
PS0_RCC_DOP,Gen8,A0,0.00,syn,724464.00,,RCC_DOP,COLOR,
PS0_RCPBCOM,Gen8,A0,1.28,syn,1059930.00,,RCPBCOM,COLOR,
PS0_RCPBCOM_DOP,Gen8,A0,0.00,syn,1059930.00,,RCPBCOM_DOP,COLOR,
PS0_RCPBE,Gen8,A0,2.56,syn,1.00,,RCPBE,COLOR,
PS0_RCPBE_DOP,Gen8,A0,0.00,syn,1.00,,RCPBE_DOP,COLOR,
PS0_RCPBPIX,Gen8,A0,1.28,syn,1170000.00,,RCPBPIX,COLOR,
PS0_RCPBPIX_DOP,Gen8,A0,0.00,syn,1170000.00,,RCPBPIX_DOP,COLOR,
PS0_RCPFE,Gen8,A0,3.14,syn,674703.00,,RCPFE,COLOR,
PS0_RCPFE_DOP,Gen8,A0,0.00,syn,674703.00,,RCPFE_DOP,COLOR,
PS0_RCZ,Gen8,A0,7.45,syn,1071972.00,,RCZ,Z,
PS0_RCZ_DOP,Gen8,A0,0.00,syn,1071972.00,,RCZ_DOP,Z,
PS0_ROSC_DFX,Gen8,A0,0.00,syn,1.00,,DFX,ROSC,
PS0_ROSC_DFX_DOP,Gen8,A0,0.00,syn,1.00,,DFX_DOP,ROSC,
PS0_ROSC_DOP,Gen8,B0,0.00,syn,1.00,,DOP,ROSC,
PS0_ROSC_GLUE,Gen8,A0,45.67,syn,1.00,,GLUE,ROSC,
PS0_ROSC_GLUE_DOP,Gen8,A0,0.00,syn,1.00,,GLUE_DOP,ROSC,
PS0_ROSC_SMALL,Gen8,A0,183.12,syn,661698.00,,SMALL,ROSC,
PS0_ROSC_SMALL_DOP,Gen8,A0,0.00,syn,1.00,,SMALL_DOP,ROSC,
PS0_ROSS_DFX,Gen8,A0,0.00,syn,1.00,,DFX,ROSS,
PS0_ROSS_DFX_DOP,Gen8,A0,0.00,syn,1.00,,DFX_DOP,ROSS,
PS0_ROSS_DOP,Gen8,A0,0.00,syn,1.00,,DOP,ROSS,
PS0_ROSS_GLUE,Gen8,A0,9.44,syn,1.00,,GLUE,ROSS,
PS0_ROSS_GLUE_DOP,Gen8,B0,0.00,syn,1.00,,GLUE_DOP,ROSS,
PS0_ROSS_SMALL,Gen8,A0,17.09,syn,215874.00,,SMALL,ROSS,
PS0_ROSS_SMALL_DOP,Gen8,A0,0.00,syn,1.00,,SMALL_DOP,ROSS,
PS0_RoutingChannel,Gen8,A0,1050.21,syn,1.00,,RoutingChannel,Other,
PS0_RS,Gen8,A0,0.00,syn,285426.00,,RS,FF,
PS0_Sampler_GLUE,Gen8,B0,0.00,syn,1.00,,GLUE,Sampler,
PS0_SARB,Gen8,A0,1.32,syn,195102.00,,SARB,FF,
PS0_SBE,Gen8,A0,6.54,syn,1226664.00,,SBE,ROSC,
PS0_SBE_DOP,Gen8,A0,0.00,syn,1226664.00,,SBE_DOP,ROSC,
PS0_SC,Gen8,B0,14.69,syn,391284.00,yacoub,SC,Sampler,Annealing
PS0_SC_DataRam_IDLE,Gen8,B0,0.00,ebb,1.00,,SC,Sampler,
PS0_SC_DataRam_IDLE,Gen8LPSoC,B0,0.00,ebb,1.00,,SC,Sampler,
PS0_SC_LatFifo_IDLE,Gen8,B0,0.00,ebb,1.00,,SC,Sampler,
PS0_SC_LatFifo_IDLE,Gen8LPSoC,B0,0.00,ebb,1.00,,SC,Sampler,
PS0_SDE,Gen8,A0,0.00,syn,66852.00,,SDE,FF,
PS0_SDE_DOP,Gen8,A0,0.00,syn,66852.00,,SDE_DOP,FF,
PS0_SF,Gen8,A0,12.38,syn,1163781.00,,SF,FF,
PS0_SF_DOP,Gen8,A0,0.00,syn,1163781.00,,SF_DOP,FF,
PS0_SI,Gen8,B0,0.45,syn,361368.00,yacoub,SI,Sampler,Annealing
PS0_SO,Gen8,B0,0.28,syn,113004.00,,SO,Sampler,
PS0_SOL,Gen8,A0,6.15,syn,247815.00,,SOL,FF,
PS0_SOL_Cache_Idle,Gen8,B0,0.00,ebb,1.00,,SOL_Cache_Idle,FF,
PS0_SOL_Cache_Idle,Gen8LPSoC,B0,0.00,ebb,1.00,,SOL_Cache_Idle,FF,
PS0_SOL_DOP,Gen8,A0,0.00,syn,247815.00,,SOL_DOP,FF,
PS0_ST,Gen8,B0,2.56,syn,371000.00,yacoub,ST,Sampler,Annealing
PS0_STC,Gen8,A0,5.78,syn,705438.00,,STC,Z,
PS0_STC_DOP,Gen8,A0,0.00,syn,1.00,,STC_DOP,Z,
PS0_SVG,Gen8,A0,0.69,syn,69714.00,,SVG,FF,
